inventory_snapshot_id,snapshot_date,product_id,channel_id,on_hand_qty,on_order_qty,units_sold_in_week,reorder_point,is_stockout
INV-0004282,2024-04-29,APP-0008,CH-MW-01,23,0,3,17,False
INV-0004283,2024-04-29,APP-0008,CH-WE-01,79,0,11,17,False
INV-0004284,2024-04-29,APP-0008,CH-ON-01,48,0,18,17,False
INV-0004285,2024-04-29,APP-0008,CH-WS-01,104,0,0,17,False
INV-0004286,2024-04-29,APP-0009,CH-NE-01,47,0,4,21,False
INV-0004287,2024-04-29,APP-0009,CH-MW-01,61,0,1,21,False
INV-0004288,2024-04-29,APP-0009,CH-WE-01,32,0,8,21,False
INV-0004289,2024-04-29,APP-0009,CH-ON-01,22,0,19,21,False
INV-0004290,2024-04-29,APP-0009,CH-WS-01,56,0,3,21,False
INV-0004291,2024-04-29,APP-0010,CH-NE-01,28,73,11,34,False
INV-0004292,2024-04-29,APP-0010,CH-MW-01,133,0,2,34,False
INV-0004293,2024-04-29,APP-0010,CH-WE-01,31,59,10,34,False
INV-0004294,2024-04-29,APP-0010,CH-ON-01,63,0,13,34,False
INV-0004295,2024-04-29,APP-0010,CH-WS-01,45,0,1,34,False
INV-0004296,2024-04-29,APP-0011,CH-NE-01,138,0,9,44,False
INV-0004297,2024-04-29,APP-0011,CH-MW-01,165,0,8,44,False
INV-0004298,2024-04-29,APP-0011,CH-WE-01,52,0,6,44,False
INV-0004299,2024-04-29,APP-0011,CH-ON-01,34,103,12,44,False
INV-0004300,2024-04-29,APP-0011,CH-WS-01,56,0,0,44,False
INV-0004301,2024-04-29,FTW-0012,CH-NE-01,47,0,6,42,False
INV-0004302,2024-04-29,FTW-0012,CH-MW-01,63,0,7,42,False
INV-0004303,2024-04-29,FTW-0012,CH-WE-01,35,68,11,42,False
INV-0004304,2024-04-29,FTW-0012,CH-ON-01,36,61,12,42,False
INV-0004305,2024-04-29,FTW-0012,CH-WS-01,77,0,4,42,False
INV-0004306,2024-04-29,FTW-0014,CH-NE-01,76,0,3,27,False
INV-0004307,2024-04-29,FTW-0014,CH-MW-01,30,0,6,27,False
INV-0004308,2024-04-29,FTW-0014,CH-WE-01,82,0,8,27,False
INV-0004309,2024-04-29,FTW-0014,CH-ON-01,16,80,12,27,False
INV-0004310,2024-04-29,FTW-0014,CH-WS-01,89,0,7,27,False
INV-0004311,2024-04-29,FTW-0015,CH-NE-01,74,0,8,40,False
INV-0004312,2024-04-29,FTW-0015,CH-MW-01,97,0,5,40,False
INV-0004313,2024-04-29,FTW-0015,CH-WE-01,63,0,13,40,False
INV-0004314,2024-04-29,FTW-0015,CH-ON-01,61,0,20,40,False
INV-0004315,2024-04-29,FTW-0015,CH-WS-01,91,0,0,40,False
INV-0004316,2024-04-29,ACC-0017,CH-NE-01,32,0,0,31,False
INV-0004317,2024-04-29,ACC-0017,CH-MW-01,78,0,8,31,False
INV-0004318,2024-04-29,ACC-0017,CH-WE-01,91,0,6,31,False
INV-0004319,2024-04-29,ACC-0017,CH-ON-01,85,0,14,31,False
INV-0004320,2024-04-29,ACC-0017,CH-WS-01,68,0,5,31,False
INV-0004321,2024-04-29,ACC-0021,CH-NE-01,72,0,2,36,False
INV-0004322,2024-04-29,ACC-0021,CH-MW-01,70,0,7,36,False
INV-0004323,2024-04-29,ACC-0021,CH-WE-01,62,0,9,36,False
INV-0004324,2024-04-29,ACC-0021,CH-ON-01,117,0,3,36,False
INV-0004325,2024-04-29,ACC-0021,CH-WS-01,53,0,1,36,False
INV-0004326,2024-04-29,ACC-0023,CH-NE-01,74,0,9,37,False
INV-0004327,2024-04-29,ACC-0023,CH-MW-01,77,0,6,37,False
INV-0004328,2024-04-29,ACC-0023,CH-WE-01,77,0,11,37,False
INV-0004329,2024-04-29,ACC-0023,CH-ON-01,66,0,10,37,False
INV-0004330,2024-04-29,ACC-0023,CH-WS-01,91,0,0,37,False
INV-0004331,2024-04-29,ACC-0024,CH-NE-01,5,82,18,16,False
INV-0004332,2024-04-29,ACC-0024,CH-MW-01,38,0,10,16,False
INV-0004333,2024-04-29,ACC-0024,CH-WE-01,31,0,15,16,False
INV-0004334,2024-04-29,ACC-0024,CH-ON-01,122,0,18,16,False
INV-0004335,2024-04-29,ACC-0024,CH-WS-01,41,0,4,16,False
INV-0004336,2024-04-29,HOM-0025,CH-NE-01,61,0,4,40,False
INV-0004337,2024-04-29,HOM-0025,CH-MW-01,82,0,3,40,False
INV-0004338,2024-04-29,HOM-0025,CH-WE-01,45,0,6,40,False
INV-0004339,2024-04-29,HOM-0025,CH-ON-01,70,0,24,40,False
INV-0004340,2024-04-29,HOM-0025,CH-WS-01,70,0,1,40,False
INV-0004341,2024-04-29,HOM-0026,CH-NE-01,67,0,5,26,False
INV-0004342,2024-04-29,HOM-0026,CH-MW-01,76,0,8,26,False
INV-0004343,2024-04-29,HOM-0026,CH-WE-01,32,0,14,26,False
INV-0004344,2024-04-29,HOM-0026,CH-ON-01,17,63,19,26,False
INV-0004345,2024-04-29,HOM-0026,CH-WS-01,55,0,2,26,False
INV-0004346,2024-04-29,HOM-0027,CH-NE-01,83,0,6,43,False
INV-0004347,2024-04-29,HOM-0027,CH-MW-01,63,0,0,43,False
INV-0004348,2024-04-29,HOM-0027,CH-WE-01,108,0,6,43,False
INV-0004349,2024-04-29,HOM-0027,CH-ON-01,94,0,1,43,False
INV-0004350,2024-04-29,HOM-0027,CH-WS-01,55,0,1,43,False
INV-0004351,2024-04-29,HOM-0028,CH-NE-01,56,0,1,24,False
INV-0004352,2024-04-29,HOM-0028,CH-MW-01,40,0,9,24,False
INV-0004353,2024-04-29,HOM-0028,CH-WE-01,37,0,15,24,False
INV-0004354,2024-04-29,HOM-0028,CH-ON-01,29,0,7,24,False
INV-0004355,2024-04-29,HOM-0028,CH-WS-01,61,0,6,24,False
INV-0004356,2024-04-29,HOM-0029,CH-NE-01,78,0,5,39,False
INV-0004357,2024-04-29,HOM-0029,CH-MW-01,122,0,11,39,False
INV-0004358,2024-04-29,HOM-0029,CH-WE-01,89,0,0,39,False
INV-0004359,2024-04-29,HOM-0029,CH-ON-01,113,0,11,39,False
INV-0004360,2024-04-29,HOM-0029,CH-WS-01,45,0,2,39,False
INV-0004361,2024-04-29,HOM-0031,CH-NE-01,78,0,15,25,False
INV-0004362,2024-04-29,HOM-0031,CH-MW-01,58,0,7,25,False
INV-0004363,2024-04-29,HOM-0031,CH-WE-01,102,0,11,25,False
INV-0004364,2024-04-29,HOM-0031,CH-ON-01,70,0,14,25,False
INV-0004365,2024-04-29,HOM-0031,CH-WS-01,77,0,0,25,False
INV-0004366,2024-04-29,HOM-0032,CH-NE-01,55,0,8,28,False
INV-0004367,2024-04-29,HOM-0032,CH-MW-01,31,0,2,28,False
INV-0004368,2024-04-29,HOM-0032,CH-WE-01,55,0,13,28,False
INV-0004369,2024-04-29,HOM-0032,CH-ON-01,19,69,14,28,False
INV-0004370,2024-04-29,HOM-0032,CH-WS-01,82,0,4,28,False
INV-0004371,2024-05-06,APP-0001,CH-NE-01,70,0,13,33,False
INV-0004372,2024-05-06,APP-0001,CH-MW-01,79,0,7,33,False
INV-0004373,2024-05-06,APP-0001,CH-WE-01,119,0,21,33,False
INV-0004374,2024-05-06,APP-0001,CH-ON-01,55,0,17,33,False
INV-0004375,2024-05-06,APP-0001,CH-WS-01,43,0,4,33,False
INV-0004376,2024-05-06,APP-0002,CH-NE-01,74,0,16,23,False
INV-0004377,2024-05-06,APP-0002,CH-MW-01,71,0,3,23,False
INV-0004378,2024-05-06,APP-0002,CH-WE-01,91,0,7,23,False
INV-0004379,2024-05-06,APP-0002,CH-ON-01,105,0,14,23,False
INV-0004380,2024-05-06,APP-0002,CH-WS-01,44,0,7,23,False
INV-0004381,2024-05-06,APP-0003,CH-NE-01,22,0,16,15,False
INV-0004382,2024-05-06,APP-0003,CH-MW-01,66,0,5,15,False
INV-0004383,2024-05-06,APP-0003,CH-WE-01,43,0,3,15,False
INV-0004384,2024-05-06,APP-0003,CH-ON-01,7,67,15,15,False
INV-0004385,2024-05-06,APP-0003,CH-WS-01,58,0,2,15,False
INV-0004386,2024-05-06,APP-0004,CH-NE-01,76,0,4,39,False
INV-0004387,2024-05-06,APP-0004,CH-MW-01,82,0,9,39,False
INV-0004388,2024-05-06,APP-0004,CH-WE-01,74,0,6,39,False
INV-0004389,2024-05-06,APP-0004,CH-ON-01,59,0,10,39,False
INV-0004390,2024-05-06,APP-0004,CH-WS-01,102,0,3,39,False
INV-0004391,2024-05-06,APP-0005,CH-NE-01,97,0,1,36,False
INV-0004392,2024-05-06,APP-0005,CH-MW-01,77,0,8,36,False
INV-0004393,2024-05-06,APP-0005,CH-WE-01,51,0,10,36,False
INV-0004394,2024-05-06,APP-0005,CH-ON-01,109,0,10,36,False
INV-0004395,2024-05-06,APP-0005,CH-WS-01,92,0,2,36,False
INV-0004396,2024-05-06,APP-0006,CH-NE-01,54,0,8,38,False
INV-0004397,2024-05-06,APP-0006,CH-MW-01,54,0,11,38,False
INV-0004398,2024-05-06,APP-0006,CH-WE-01,25,41,20,38,False
INV-0004399,2024-05-06,APP-0006,CH-ON-01,68,0,29,38,False
INV-0004400,2024-05-06,APP-0006,CH-WS-01,51,0,0,38,False
INV-0004401,2024-05-06,APP-0007,CH-NE-01,47,0,19,28,False
INV-0004402,2024-05-06,APP-0007,CH-MW-01,86,0,9,28,False
INV-0004403,2024-05-06,APP-0007,CH-WE-01,14,85,17,28,False
INV-0004404,2024-05-06,APP-0007,CH-ON-01,88,0,14,28,False
INV-0004405,2024-05-06,APP-0007,CH-WS-01,54,0,6,28,False
INV-0004406,2024-05-06,APP-0008,CH-NE-01,88,0,10,17,False
INV-0004407,2024-05-06,APP-0008,CH-MW-01,14,82,9,17,False
INV-0004408,2024-05-06,APP-0008,CH-WE-01,79,0,0,17,False
INV-0004409,2024-05-06,APP-0008,CH-ON-01,34,0,14,17,False
INV-0004410,2024-05-06,APP-0008,CH-WS-01,104,0,0,17,False
INV-0004411,2024-05-06,APP-0009,CH-NE-01,47,0,0,21,False
INV-0004412,2024-05-06,APP-0009,CH-MW-01,58,0,3,21,False
INV-0004413,2024-05-06,APP-0009,CH-WE-01,20,56,12,21,False
INV-0004414,2024-05-06,APP-0009,CH-ON-01,3,59,19,21,False
INV-0004415,2024-05-06,APP-0009,CH-WS-01,53,0,3,21,False
INV-0004416,2024-05-06,APP-0010,CH-NE-01,94,0,7,34,False
INV-0004417,2024-05-06,APP-0010,CH-MW-01,125,0,8,34,False
INV-0004418,2024-05-06,APP-0010,CH-WE-01,83,0,7,34,False
INV-0004419,2024-05-06,APP-0010,CH-ON-01,49,0,14,34,False
INV-0004420,2024-05-06,APP-0010,CH-WS-01,45,0,0,34,False
INV-0004421,2024-05-06,APP-0011,CH-NE-01,130,0,8,44,False
INV-0004422,2024-05-06,APP-0011,CH-MW-01,156,0,9,44,False
INV-0004423,2024-05-06,APP-0011,CH-WE-01,42,152,10,44,False
INV-0004424,2024-05-06,APP-0011,CH-ON-01,111,0,26,44,False
INV-0004425,2024-05-06,APP-0011,CH-WS-01,55,0,1,44,False
INV-0004426,2024-05-06,FTW-0012,CH-NE-01,43,0,4,42,False
INV-0004427,2024-05-06,FTW-0012,CH-MW-01,63,0,0,42,False
INV-0004428,2024-05-06,FTW-0012,CH-WE-01,92,0,11,42,False
INV-0004429,2024-05-06,FTW-0012,CH-ON-01,84,0,13,42,False
INV-0004430,2024-05-06,FTW-0012,CH-WS-01,73,0,4,42,False
INV-0004431,2024-05-06,FTW-0014,CH-NE-01,65,0,11,27,False
INV-0004432,2024-05-06,FTW-0014,CH-MW-01,27,73,3,27,False
INV-0004433,2024-05-06,FTW-0014,CH-WE-01,72,0,10,27,False
INV-0004434,2024-05-06,FTW-0014,CH-ON-01,90,0,6,27,False
INV-0004435,2024-05-06,FTW-0014,CH-WS-01,89,0,0,27,False
INV-0004436,2024-05-06,FTW-0015,CH-NE-01,63,0,11,40,False
INV-0004437,2024-05-06,FTW-0015,CH-MW-01,90,0,7,40,False
INV-0004438,2024-05-06,FTW-0015,CH-WE-01,61,0,2,40,False
INV-0004439,2024-05-06,FTW-0015,CH-ON-01,51,0,10,40,False
INV-0004440,2024-05-06,FTW-0015,CH-WS-01,88,0,3,40,False
INV-0004441,2024-05-06,ACC-0017,CH-NE-01,28,75,4,31,False
INV-0004442,2024-05-06,ACC-0017,CH-MW-01,70,0,8,31,False
INV-0004443,2024-05-06,ACC-0017,CH-WE-01,74,0,17,31,False
INV-0004444,2024-05-06,ACC-0017,CH-ON-01,63,0,22,31,False
INV-0004445,2024-05-06,ACC-0017,CH-WS-01,66,0,2,31,False
INV-0004446,2024-05-06,ACC-0019,CH-NE-01,105,0,1,38,False
INV-0004447,2024-05-06,ACC-0019,CH-MW-01,93,0,13,38,False
INV-0004448,2024-05-06,ACC-0019,CH-WE-01,96,0,10,38,False
INV-0004449,2024-05-06,ACC-0019,CH-ON-01,96,0,10,38,False
INV-0004450,2024-05-06,ACC-0019,CH-WS-01,104,0,2,38,False
INV-0004451,2024-05-06,ACC-0021,CH-NE-01,69,0,3,36,False
INV-0004452,2024-05-06,ACC-0021,CH-MW-01,64,0,6,36,False
INV-0004453,2024-05-06,ACC-0021,CH-WE-01,53,0,9,36,False
INV-0004454,2024-05-06,ACC-0021,CH-ON-01,110,0,7,36,False
INV-0004455,2024-05-06,ACC-0021,CH-WS-01,51,0,2,36,False
INV-0004456,2024-05-06,ACC-0023,CH-NE-01,67,0,7,37,False
INV-0004457,2024-05-06,ACC-0023,CH-MW-01,72,0,5,37,False
INV-0004458,2024-05-06,ACC-0023,CH-WE-01,61,0,16,37,False
INV-0004459,2024-05-06,ACC-0023,CH-ON-01,45,0,21,37,False
INV-0004460,2024-05-06,ACC-0023,CH-WS-01,88,0,3,37,False
INV-0004461,2024-05-06,ACC-0024,CH-NE-01,78,0,9,16,False
INV-0004462,2024-05-06,ACC-0024,CH-MW-01,29,0,9,16,False
INV-0004463,2024-05-06,ACC-0024,CH-WE-01,20,0,11,16,False
INV-0004464,2024-05-06,ACC-0024,CH-ON-01,112,0,10,16,False
INV-0004465,2024-05-06,ACC-0024,CH-WS-01,41,0,0,16,False
INV-0004466,2024-05-06,HOM-0025,CH-NE-01,52,0,9,40,False
INV-0004467,2024-05-06,HOM-0025,CH-MW-01,72,0,10,40,False
INV-0004468,2024-05-06,HOM-0025,CH-WE-01,36,85,9,40,False
INV-0004469,2024-05-06,HOM-0025,CH-ON-01,50,0,20,40,False
INV-0004470,2024-05-06,HOM-0025,CH-WS-01,68,0,2,40,False
INV-0004471,2024-05-06,HOM-0026,CH-NE-01,61,0,6,26,False
INV-0004472,2024-05-06,HOM-0026,CH-MW-01,67,0,9,26,False
INV-0004473,2024-05-06,HOM-0026,CH-WE-01,17,47,15,26,False
INV-0004474,2024-05-06,HOM-0026,CH-ON-01,63,0,17,26,False
INV-0004475,2024-05-06,HOM-0026,CH-WS-01,55,0,0,26,False
INV-0004476,2024-05-06,HOM-0027,CH-NE-01,76,0,7,43,False
INV-0004477,2024-05-06,HOM-0027,CH-MW-01,52,0,11,43,False
INV-0004478,2024-05-06,HOM-0027,CH-WE-01,105,0,3,43,False
INV-0004479,2024-05-06,HOM-0027,CH-ON-01,71,0,23,43,False
INV-0004480,2024-05-06,HOM-0027,CH-WS-01,44,0,11,43,False
INV-0004481,2024-05-06,HOM-0028,CH-NE-01,54,0,2,24,False
INV-0004482,2024-05-06,HOM-0028,CH-MW-01,28,0,12,24,False
INV-0004483,2024-05-06,HOM-0028,CH-WE-01,26,0,11,24,False
INV-0004484,2024-05-06,HOM-0028,CH-ON-01,12,57,17,24,False
INV-0004485,2024-05-06,HOM-0028,CH-WS-01,61,0,0,24,False
INV-0004486,2024-05-06,HOM-0029,CH-NE-01,73,0,5,39,False
INV-0004487,2024-05-06,HOM-0029,CH-MW-01,120,0,2,39,False
INV-0004488,2024-05-06,HOM-0029,CH-WE-01,79,0,10,39,False
INV-0004489,2024-05-06,HOM-0029,CH-ON-01,101,0,12,39,False
INV-0004490,2024-05-06,HOM-0029,CH-WS-01,39,70,6,39,False
INV-0004491,2024-05-06,HOM-0031,CH-NE-01,78,0,0,25,False
INV-0004492,2024-05-06,HOM-0031,CH-MW-01,53,0,5,25,False
INV-0004493,2024-05-06,HOM-0031,CH-WE-01,92,0,10,25,False
INV-0004494,2024-05-06,HOM-0031,CH-ON-01,54,0,16,25,False
INV-0004495,2024-05-06,HOM-0031,CH-WS-01,77,0,0,25,False
INV-0004496,2024-05-06,HOM-0032,CH-NE-01,48,0,7,28,False
INV-0004497,2024-05-06,HOM-0032,CH-MW-01,22,57,9,28,False
INV-0004498,2024-05-06,HOM-0032,CH-WE-01,45,0,10,28,False
INV-0004499,2024-05-06,HOM-0032,CH-ON-01,79,0,9,28,False
INV-0004500,2024-05-06,HOM-0032,CH-WS-01,76,0,6,28,False
INV-0004501,2024-05-13,APP-0001,CH-NE-01,63,0,7,33,False
INV-0004502,2024-05-13,APP-0001,CH-MW-01,73,0,6,33,False
INV-0004503,2024-05-13,APP-0001,CH-WE-01,113,0,6,33,False
INV-0004504,2024-05-13,APP-0001,CH-ON-01,49,0,6,33,False
INV-0004505,2024-05-13,APP-0001,CH-WS-01,41,0,2,33,False
INV-0004506,2024-05-13,APP-0002,CH-NE-01,58,0,16,23,False
INV-0004507,2024-05-13,APP-0002,CH-MW-01,66,0,5,23,False
INV-0004508,2024-05-13,APP-0002,CH-WE-01,79,0,12,23,False
INV-0004509,2024-05-13,APP-0002,CH-ON-01,89,0,16,23,False
INV-0004510,2024-05-13,APP-0002,CH-WS-01,44,0,0,23,False
INV-0004511,2024-05-13,APP-0003,CH-NE-01,11,56,11,15,False
INV-0004512,2024-05-13,APP-0003,CH-MW-01,61,0,5,15,False
INV-0004513,2024-05-13,APP-0003,CH-WE-01,24,0,19,15,False
INV-0004514,2024-05-13,APP-0003,CH-ON-01,69,0,5,15,False
INV-0004515,2024-05-13,APP-0003,CH-WS-01,54,0,4,15,False
INV-0004516,2024-05-13,APP-0004,CH-NE-01,72,0,4,39,False
INV-0004517,2024-05-13,APP-0004,CH-MW-01,78,0,4,39,False
INV-0004518,2024-05-13,APP-0004,CH-WE-01,59,0,15,39,False
INV-0004519,2024-05-13,APP-0004,CH-ON-01,53,0,6,39,False
INV-0004520,2024-05-13,APP-0004,CH-WS-01,102,0,0,39,False
INV-0004521,2024-05-13,APP-0005,CH-NE-01,91,0,6,36,False
INV-0004522,2024-05-13,APP-0005,CH-MW-01,71,0,6,36,False
INV-0004523,2024-05-13,APP-0005,CH-WE-01,16,97,35,36,False
INV-0004524,2024-05-13,APP-0005,CH-ON-01,94,0,15,36,False
INV-0004525,2024-05-13,APP-0005,CH-WS-01,87,0,5,36,False
INV-0004526,2024-05-13,APP-0006,CH-NE-01,48,0,6,38,False
INV-0004527,2024-05-13,APP-0006,CH-MW-01,48,0,6,38,False
INV-0004528,2024-05-13,APP-0006,CH-WE-01,58,0,8,38,False
INV-0004529,2024-05-13,APP-0006,CH-ON-01,50,0,18,38,False
INV-0004530,2024-05-13,APP-0006,CH-WS-01,49,0,2,38,False
INV-0004531,2024-05-13,APP-0007,CH-NE-01,41,0,6,28,False
INV-0004532,2024-05-13,APP-0007,CH-MW-01,82,0,4,28,False
INV-0004533,2024-05-13,APP-0007,CH-WE-01,90,0,9,28,False
INV-0004534,2024-05-13,APP-0007,CH-ON-01,78,0,10,28,False
INV-0004535,2024-05-13,APP-0007,CH-WS-01,50,0,4,28,False
INV-0004536,2024-05-13,APP-0008,CH-NE-01,75,0,13,17,False
INV-0004537,2024-05-13,APP-0008,CH-MW-01,83,0,13,17,False
INV-0004538,2024-05-13,APP-0008,CH-WE-01,69,0,10,17,False
INV-0004539,2024-05-13,APP-0008,CH-ON-01,20,0,14,17,False
INV-0004540,2024-05-13,APP-0008,CH-WS-01,93,0,11,17,False
INV-0004541,2024-05-13,APP-0009,CH-NE-01,41,0,6,21,False
INV-0004542,2024-05-13,APP-0009,CH-MW-01,56,0,2,21,False
INV-0004543,2024-05-13,APP-0009,CH-WE-01,63,0,13,21,False
INV-0004544,2024-05-13,APP-0009,CH-ON-01,49,0,13,21,False
INV-0004545,2024-05-13,APP-0009,CH-WS-01,48,0,5,21,False
INV-0004546,2024-05-13,APP-0010,CH-NE-01,88,0,6,34,False
INV-0004547,2024-05-13,APP-0010,CH-MW-01,121,0,4,34,False
INV-0004548,2024-05-13,APP-0010,CH-WE-01,70,0,13,34,False
INV-0004549,2024-05-13,APP-0010,CH-ON-01,41,0,8,34,False
INV-0004550,2024-05-13,APP-0010,CH-WS-01,40,0,5,34,False
INV-0004551,2024-05-13,APP-0011,CH-NE-01,123,0,7,44,False
INV-0004552,2024-05-13,APP-0011,CH-MW-01,146,0,10,44,False
INV-0004553,2024-05-13,APP-0011,CH-WE-01,181,0,13,44,False
INV-0004554,2024-05-13,APP-0011,CH-ON-01,94,0,17,44,False
INV-0004555,2024-05-13,APP-0011,CH-WS-01,48,0,7,44,False
INV-0004556,2024-05-13,FTW-0012,CH-NE-01,34,84,9,42,False
INV-0004557,2024-05-13,FTW-0012,CH-MW-01,59,0,4,42,False
INV-0004558,2024-05-13,FTW-0012,CH-WE-01,74,0,18,42,False
INV-0004559,2024-05-13,FTW-0012,CH-ON-01,78,0,6,42,False
INV-0004560,2024-05-13,FTW-0012,CH-WS-01,70,0,3,42,False
INV-0004561,2024-05-13,FTW-0014,CH-NE-01,57,0,8,27,False
INV-0004562,2024-05-13,FTW-0014,CH-MW-01,98,0,2,27,False
INV-0004563,2024-05-13,FTW-0014,CH-WE-01,65,0,7,27,False
INV-0004564,2024-05-13,FTW-0014,CH-ON-01,81,0,9,27,False
INV-0004565,2024-05-13,FTW-0014,CH-WS-01,89,0,0,27,False
INV-0004566,2024-05-13,FTW-0015,CH-NE-01,54,0,9,40,False
INV-0004567,2024-05-13,FTW-0015,CH-MW-01,88,0,2,40,False
INV-0004568,2024-05-13,FTW-0015,CH-WE-01,57,0,4,40,False
INV-0004569,2024-05-13,FTW-0015,CH-ON-01,36,77,15,40,False
INV-0004570,2024-05-13,FTW-0015,CH-WS-01,86,0,2,40,False
INV-0004571,2024-05-13,ACC-0017,CH-NE-01,86,0,17,31,False
INV-0004572,2024-05-13,ACC-0017,CH-MW-01,63,0,7,31,False
INV-0004573,2024-05-13,ACC-0017,CH-WE-01,66,0,8,31,False
INV-0004574,2024-05-13,ACC-0017,CH-ON-01,53,0,10,31,False
INV-0004575,2024-05-13,ACC-0017,CH-WS-01,65,0,1,31,False
INV-0004576,2024-05-13,ACC-0019,CH-NE-01,95,0,10,38,False
INV-0004577,2024-05-13,ACC-0019,CH-MW-01,87,0,6,38,False
INV-0004578,2024-05-13,ACC-0019,CH-WE-01,94,0,2,38,False
INV-0004579,2024-05-13,ACC-0019,CH-ON-01,85,0,11,38,False
INV-0004580,2024-05-13,ACC-0019,CH-WS-01,101,0,3,38,False
INV-0004581,2024-05-13,ACC-0021,CH-NE-01,62,0,7,36,False
INV-0004582,2024-05-13,ACC-0021,CH-MW-01,53,0,11,36,False
INV-0004583,2024-05-13,ACC-0021,CH-WE-01,46,0,7,36,False
INV-0004584,2024-05-13,ACC-0021,CH-ON-01,90,0,20,36,False
INV-0004585,2024-05-13,ACC-0021,CH-WS-01,45,0,6,36,False
INV-0004586,2024-05-13,ACC-0023,CH-NE-01,53,0,14,37,False
INV-0004587,2024-05-13,ACC-0023,CH-MW-01,66,0,6,37,False
INV-0004588,2024-05-13,ACC-0023,CH-WE-01,52,0,9,37,False
INV-0004589,2024-05-13,ACC-0023,CH-ON-01,29,49,16,37,False
INV-0004590,2024-05-13,ACC-0023,CH-WS-01,88,0,0,37,False
INV-0004591,2024-05-13,ACC-0024,CH-NE-01,78,0,0,16,False
INV-0004592,2024-05-13,ACC-0024,CH-MW-01,23,0,6,16,False
INV-0004593,2024-05-13,ACC-0024,CH-WE-01,14,101,6,16,False
INV-0004594,2024-05-13,ACC-0024,CH-ON-01,107,0,5,16,False
INV-0004595,2024-05-13,ACC-0024,CH-WS-01,37,0,4,16,False
INV-0004596,2024-05-13,HOM-0025,CH-NE-01,45,0,7,40,False
INV-0004597,2024-05-13,HOM-0025,CH-MW-01,68,0,4,40,False
INV-0004598,2024-05-13,HOM-0025,CH-WE-01,112,0,9,40,False
INV-0004599,2024-05-13,HOM-0025,CH-ON-01,41,0,9,40,False
INV-0004600,2024-05-13,HOM-0025,CH-WS-01,61,0,7,40,False
INV-0004601,2024-05-13,HOM-0026,CH-NE-01,53,0,8,26,False
INV-0004602,2024-05-13,HOM-0026,CH-MW-01,64,0,3,26,False
INV-0004603,2024-05-13,HOM-0026,CH-WE-01,52,0,12,26,False
INV-0004604,2024-05-13,HOM-0026,CH-ON-01,55,0,8,26,False
INV-0004605,2024-05-13,HOM-0026,CH-WS-01,47,0,8,26,False
INV-0004606,2024-05-13,HOM-0027,CH-NE-01,63,0,13,43,False
INV-0004607,2024-05-13,HOM-0027,CH-MW-01,43,72,9,43,False
INV-0004608,2024-05-13,HOM-0027,CH-WE-01,98,0,7,43,False
INV-0004609,2024-05-13,HOM-0027,CH-ON-01,60,0,11,43,False
INV-0004610,2024-05-13,HOM-0027,CH-WS-01,41,73,3,43,False
INV-0004611,2024-05-13,HOM-0028,CH-NE-01,50,0,4,24,False
INV-0004612,2024-05-13,HOM-0028,CH-MW-01,18,48,10,24,False
INV-0004613,2024-05-13,HOM-0028,CH-WE-01,23,73,3,24,False
INV-0004614,2024-05-13,HOM-0028,CH-ON-01,64,0,5,24,False
INV-0004615,2024-05-13,HOM-0028,CH-WS-01,59,0,2,24,False
INV-0004616,2024-05-13,HOM-0029,CH-NE-01,57,0,16,39,False
INV-0004617,2024-05-13,HOM-0029,CH-MW-01,115,0,5,39,False
INV-0004618,2024-05-13,HOM-0029,CH-WE-01,58,0,21,39,False
INV-0004619,2024-05-13,HOM-0029,CH-ON-01,82,0,19,39,False
INV-0004620,2024-05-13,HOM-0029,CH-WS-01,106,0,3,39,False
INV-0004621,2024-05-13,HOM-0031,CH-NE-01,66,0,12,25,False
INV-0004622,2024-05-13,HOM-0031,CH-MW-01,42,0,11,25,False
INV-0004623,2024-05-13,HOM-0031,CH-WE-01,79,0,13,25,False
INV-0004624,2024-05-13,HOM-0031,CH-ON-01,47,0,7,25,False
INV-0004625,2024-05-13,HOM-0031,CH-WS-01,77,0,0,25,False
INV-0004626,2024-05-13,HOM-0032,CH-NE-01,44,0,4,28,False
INV-0004627,2024-05-13,HOM-0032,CH-MW-01,72,0,7,28,False
INV-0004628,2024-05-13,HOM-0032,CH-WE-01,35,0,10,28,False
INV-0004629,2024-05-13,HOM-0032,CH-ON-01,68,0,11,28,False
INV-0004630,2024-05-13,HOM-0032,CH-WS-01,73,0,3,28,False
INV-0004631,2024-05-20,APP-0001,CH-NE-01,51,0,12,33,False
INV-0004632,2024-05-20,APP-0001,CH-MW-01,63,0,10,33,False
INV-0004633,2024-05-20,APP-0001,CH-WE-01,108,0,5,33,False
INV-0004634,2024-05-20,APP-0001,CH-ON-01,38,0,11,33,False
INV-0004635,2024-05-20,APP-0001,CH-WS-01,41,0,0,33,False
INV-0004636,2024-05-20,APP-0002,CH-NE-01,46,0,12,23,False
INV-0004637,2024-05-20,APP-0002,CH-MW-01,61,0,5,23,False
INV-0004638,2024-05-20,APP-0002,CH-WE-01,71,0,8,23,False
INV-0004639,2024-05-20,APP-0002,CH-ON-01,78,0,11,23,False
INV-0004640,2024-05-20,APP-0002,CH-WS-01,42,0,2,23,False
INV-0004641,2024-05-20,APP-0003,CH-NE-01,60,0,7,15,False
